dept_name	shift_id	subclass	                                                       required_staff
Gastroenterology	707	Doctor with specialty: Internal Medicine	1
Gastroenterology	707	Nurse with rank: Senior_Nurse	3
Gastroenterology	707	Nurse with rank: Supervisor_Nurse	3
Cardiology	708	Administrative staff with role: Human Resources Manager	1
Cardiology	708	Administrative staff with role: Secretary	1
Cardiology	708	Doctor with specialty: Cardiology	1
Cardiology	708	Doctor with specialty: Vascular Surgery	1
Cardiology	708	Nurse with rank: Assistant_Nurse	1
Cardiology	708	Nurse with rank: Senior_Nurse	2
Cardiology	708	Nurse with rank: Supervisor_Nurse	3
Cardiology	709	Administrative staff with role: Human Resources Manager	1
Cardiology	709	Administrative staff with role: Secretary	1
Cardiology	709	Doctor with specialty: Cardiac Surgery	1
Cardiology	709	Doctor with specialty: Cardiology	2
Cardiology	709	Nurse with rank: Assistant_Nurse	3
Cardiology	709	Nurse with rank: Senior_Nurse	1
Cardiology	709	Nurse with rank: Supervisor_Nurse	2
Cardiology	710	Administrative staff with role: Human Resources Manager	1
Cardiology	710	Administrative staff with role: Secretary	1
Cardiology	710	Doctor with specialty: Cardiac Surgery	2
Cardiology	710	Doctor with specialty: Cardiology	1
Cardiology	710	Nurse with rank: Assistant_Nurse	3
Cardiology	710	Nurse with rank: Senior_Nurse	1
Cardiology	710	Nurse with rank: Supervisor_Nurse	2
Surgical Department	711	Administrative staff with role: Procurement Officer	1
Surgical Department	711	Administrative staff with role: Secretary	1
Surgical Department	711	Doctor with specialty: Neurosurgery	1
Surgical Department	711	Doctor with specialty: Otorhinolaryngology - ENT	1
Surgical Department	711	Doctor with specialty: Plastic Surgery	1
Surgical Department	711	Nurse with rank: Assistant_Nurse	2
Surgical Department	711	Nurse with rank: Senior_Nurse	1
Surgical Department	711	Nurse with rank: Supervisor_Nurse	3
Surgical Department	712	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Surgical Department	712	Administrative staff with role: Secretary	1
Surgical Department	712	Doctor with specialty: General Surgery	1
Surgical Department	712	Doctor with specialty: Urology	2
Surgical Department	712	Nurse with rank: Assistant_Nurse	1
Surgical Department	712	Nurse with rank: Senior_Nurse	3
Surgical Department	712	Nurse with rank: Supervisor_Nurse	2
Surgical Department	713	Administrative staff with role: Accountant	1
Surgical Department	713	Administrative staff with role: Procurement Officer	1
Surgical Department	713	Doctor with specialty: Cardiac Surgery	1
Surgical Department	713	Doctor with specialty: Ophthalmology	1
Surgical Department	713	Doctor with specialty: Urology	1
Surgical Department	713	Nurse with rank: Assistant_Nurse	1
Surgical Department	713	Nurse with rank: Senior_Nurse	4
Surgical Department	713	Nurse with rank: Supervisor_Nurse	1
Neurology	714	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Neurology	714	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	714	Doctor with specialty: Neurology	2
Neurology	714	Doctor with specialty: Neurosurgery	1
Neurology	714	Nurse with rank: Assistant_Nurse	4
Neurology	714	Nurse with rank: Senior_Nurse	1
Neurology	714	Nurse with rank: Supervisor_Nurse	1
Neurology	715	Administrative staff with role: Human Resources Manager	1
Neurology	715	Administrative staff with role: Software Applications Administrator (Software)	1
Neurology	715	Doctor with specialty: Physical Medicine & Rehabilitation	3
Neurology	715	Nurse with rank: Assistant_Nurse	1
Neurology	715	Nurse with rank: Senior_Nurse	4
Neurology	715	Nurse with rank: Supervisor_Nurse	1
Neurology	716	Administrative staff with role: Human Resources Manager	1
Neurology	716	Administrative staff with role: Procurement Officer	1
Neurology	716	Doctor with specialty: Neurosurgery	1
Neurology	716	Doctor with specialty: Physical Medicine & Rehabilitation	2
Neurology	716	Nurse with rank: Assistant_Nurse	1
Neurology	716	Nurse with rank: Senior_Nurse	2
Neurology	716	Nurse with rank: Supervisor_Nurse	3
Emergency Department	717	Administrative staff with role: Procurement Officer	2
Emergency Department	717	Nurse with rank: Assistant_Nurse	2
Emergency Department	717	Nurse with rank: Senior_Nurse	2
Emergency Department	717	Nurse with rank: Supervisor_Nurse	2
Emergency Department	718	Administrative staff with role: Secretary	1
Emergency Department	718	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	718	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	1
Emergency Department	718	Doctor with specialty: Orthopedics	2
Emergency Department	718	Nurse with rank: Assistant_Nurse	3
Emergency Department	718	Nurse with rank: Supervisor_Nurse	3
Emergency Department	719	Administrative staff with role: Secretary	1
Emergency Department	719	Administrative staff with role: Software Applications Administrator (Software)	1
Emergency Department	719	Doctor with specialty: Orthopedics	3
Emergency Department	719	Nurse with rank: Assistant_Nurse	3
Emergency Department	719	Nurse with rank: Supervisor_Nurse	3
ICU (Intensive Care Unit)	720	Administrative staff with role: Secretary	2
ICU (Intensive Care Unit)	720	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	720	Nurse with rank: Assistant_Nurse	2
ICU (Intensive Care Unit)	720	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	720	Nurse with rank: Supervisor_Nurse	2
ICU (Intensive Care Unit)	721	Administrative staff with role: Accountant	1
ICU (Intensive Care Unit)	721	Administrative staff with role: Secretary	1
ICU (Intensive Care Unit)	721	Doctor with specialty: Nephrology	1
ICU (Intensive Care Unit)	721	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	721	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	721	Nurse with rank: Assistant_Nurse	3
ICU (Intensive Care Unit)	721	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	721	Nurse with rank: Supervisor_Nurse	1
ICU (Intensive Care Unit)	722	Administrative staff with role: Accountant	2
ICU (Intensive Care Unit)	722	Doctor with specialty: Cardiology	1
ICU (Intensive Care Unit)	722	Doctor with specialty: Pulmonology	1
ICU (Intensive Care Unit)	722	Doctor with specialty: Rheumatology	1
ICU (Intensive Care Unit)	722	Nurse with rank: Assistant_Nurse	3
ICU (Intensive Care Unit)	722	Nurse with rank: Senior_Nurse	2
ICU (Intensive Care Unit)	722	Nurse with rank: Supervisor_Nurse	1
Orthopedics	723	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	723	Administrative staff with role: Procurement Officer	1
Orthopedics	723	Nurse with rank: Assistant_Nurse	2
Orthopedics	723	Nurse with rank: Senior_Nurse	2
Orthopedics	723	Nurse with rank: Supervisor_Nurse	2
Orthopedics	724	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	724	Administrative staff with role: Secretary	1
Orthopedics	724	Doctor with specialty: Orthopedics	1
Orthopedics	724	Doctor with specialty: Rheumatology	1
Orthopedics	724	Nurse with rank: Senior_Nurse	3
Orthopedics	724	Nurse with rank: Supervisor_Nurse	3
Orthopedics	725	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Orthopedics	725	Administrative staff with role: Secretary	1
Orthopedics	725	Doctor with specialty: Physical Medicine & Rehabilitation	1
Orthopedics	725	Doctor with specialty: Rheumatology	2
Orthopedics	725	Nurse with rank: Assistant_Nurse	2
Orthopedics	725	Nurse with rank: Supervisor_Nurse	4
OB/GYN	726	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	726	Administrative staff with role: Procurement Officer	1
OB/GYN	726	Doctor with specialty: Neurosurgery	1
OB/GYN	726	Nurse with rank: Assistant_Nurse	3
OB/GYN	726	Nurse with rank: Senior_Nurse	2
OB/GYN	726	Nurse with rank: Supervisor_Nurse	1
OB/GYN	727	Administrative staff with role: Accountant	1
OB/GYN	727	Administrative staff with role: Secretary	1
OB/GYN	727	Doctor with specialty: Neurosurgery	1
OB/GYN	727	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	2
OB/GYN	727	Nurse with rank: Assistant_Nurse	1
OB/GYN	727	Nurse with rank: Senior_Nurse	3
OB/GYN	727	Nurse with rank: Supervisor_Nurse	2
OB/GYN	728	Administrative staff with role: Accountant	1
OB/GYN	728	Administrative staff with role: Network and Computer Administrator (Hardware)	1
OB/GYN	728	Doctor with specialty: Obstetrics & Gynecology - OB/GYN	3
OB/GYN	728	Nurse with rank: Assistant_Nurse	2
OB/GYN	728	Nurse with rank: Senior_Nurse	3
OB/GYN	728	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	729	Administrative staff with role: Human Resources Manager	1
Anesthesiology	729	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	729	Nurse with rank: Assistant_Nurse	3
Anesthesiology	729	Nurse with rank: Senior_Nurse	2
Anesthesiology	729	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	730	Administrative staff with role: Human Resources Manager	1
Anesthesiology	730	Administrative staff with role: Software Applications Administrator (Software)	1
Anesthesiology	730	Doctor with specialty: Anesthesiology	2
Anesthesiology	730	Doctor with specialty: Ophthalmology	1
Anesthesiology	730	Nurse with rank: Assistant_Nurse	3
Anesthesiology	730	Nurse with rank: Senior_Nurse	2
Anesthesiology	730	Nurse with rank: Supervisor_Nurse	1
Anesthesiology	731	Administrative staff with role: Human Resources Manager	1
Anesthesiology	731	Administrative staff with role: Procurement Officer	1
Anesthesiology	731	Doctor with specialty: Anesthesiology	2
Anesthesiology	731	Doctor with specialty: Ophthalmology	1
Anesthesiology	731	Nurse with rank: Assistant_Nurse	3
Anesthesiology	731	Nurse with rank: Senior_Nurse	2
Anesthesiology	731	Nurse with rank: Supervisor_Nurse	1
Psychiatry	732	Administrative staff with role: Human Resources Manager	1
Psychiatry	732	Administrative staff with role: Network and Computer Administrator (Hardware)	1
Psychiatry	732	Doctor with specialty: Psychiatry	1
Psychiatry	732	Nurse with rank: Assistant_Nurse	1
Psychiatry	732	Nurse with rank: Senior_Nurse	2
Psychiatry	732	Nurse with rank: Supervisor_Nurse	3
Psychiatry	733	Administrative staff with role: Accountant	1
Psychiatry	733	Administrative staff with role: Human Resources Manager	1
Psychiatry	733	Doctor with specialty: Cardiac Surgery	1
Psychiatry	733	Doctor with specialty: Psychiatry	2
Psychiatry	733	Nurse with rank: Assistant_Nurse	2
Psychiatry	733	Nurse with rank: Senior_Nurse	2
Psychiatry	733	Nurse with rank: Supervisor_Nurse	2
Psychiatry	734	Administrative staff with role: Human Resources Manager	1
Psychiatry	734	Administrative staff with role: Secretary	1
Psychiatry	734	Doctor with specialty: Cardiac Surgery	1
Psychiatry	734	Doctor with specialty: Psychiatry	2
Psychiatry	734	Nurse with rank: Assistant_Nurse	2
Psychiatry	734	Nurse with rank: Senior_Nurse	1
Psychiatry	734	Nurse with rank: Supervisor_Nurse	3
